Title,Author,Avg Rating,Rating Count,Review Count,Cover Image,Description,Genre
The Lottery and Other Stories,Shirley Jackson,4.02,"81,756 ratings","4,706 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416448200i/89723.jpg,"The Lottery, one of the most terrifying stories written in this century, created a sensation when it was first published in The New Yorker. ""Power and haunting,"" and ""nights of unrest"" were typical reader responses. This collection, the only one to appear during Shirley Jackson's lifetime, unites ""The Lottery:"" with twenty-four equally unusual stories. Together they demonstrate Jackson's remarkable range--from the hilarious to the truly horrible--and power as a storyteller.",short-stories
Fragile Things: Short Fictions and Wonders,Neil Gaiman,3.95,"71,471 ratings","4,701 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1640100348i/59903442.jpg,"This is an alternate cover edition for ISBN 0060515236 (ISBN13: 9780060515232).
Fragile Things is Neil Gaiman's second collection of short fiction.

A mysterious circus terrifies an audience for one extraordinary performance before disappearing into the night, taking one of the spectators along with it.
In a novella set two years after the events of American Gods, Shadow pays a visit to an ancient Scottish mansion, and finds himself trapped in a game of murder and monsters.

Another short story is set in a strangely altered Victorian England, the great detective Sherlock Holmes must solve a most unsettling royal murder.

Two teenage boys crash a party and meet the girls of their dreams and nightmares.

The members of an excusive epicurean club lament that they've eaten everything that can be eaten, with the exception of a legendary, rare, and exceedingly dangerous Egyptian bird.

Such marvelous creations and more, including a short story set in the world of The Matrix and others set in the worlds of gothic fiction and children's fiction, can be found in this collection, which showcases Gaiman's storytelling brilliance as well as his entertaining (and dark) sense of humor. By turns delightful, disturbing, and diverting, Fragile Things is a gift of literary enchantment from one of the most unique writers of our time.

Contents:
• A Study in Emerald • (2003) • novelette
• The Fairy Reel • (2004) • poem (variant of The Faery Reel)
• October in the Chair • (2002) • shortstory
• The Hidden Chamber • (2005) • poem
• Forbidden Brides of the Faceless Slaves in the Secret House of the Night of Dread Desire • (2004) • shortstory (variant of Forbidden Brides of the Faceless Slaves in the Nameless House of the Night of Dread Desire)
• The Flints of Memory Lane • (1997) • essay
• Closing Time • (2003) • shortstory
• Going Wodwo • (2002) • poem
• Bitter Grounds • (2003) • novelette
• Other People • (2001) • shortstory
• Keepsakes and Treasures: A Love Story • (1999) • shortstory
• Good Boys Deserve Favours • (1995) • shortstory
• The Facts in the Case of the Departure of Miss Finch • (1998) • shortstory
• Strange Little Girls • (2001) • shortstory
• Harlequin Valentine • (1999) • shortstory
• Locks • (1999) • poem
• The Problem of Susan • (2004) • shortstory
• Instructions • (2000) • poem
• How Do You Think It Feels? • (1998) • shortstory
• My Life • (2002) • poem
• Fifteen Painted Cards from a Vampire Tarot • (1998) • shortstory
• Feeders and Eaters • (2002) • shortstory
• Diseasemaker's Croup • (2003) • shortstory
• In the End • (1996) • shortstory
• Goliath • (1998) • shortstory
• Pages from a Journal Found in a Shoebox Left in a Greyhound Bus Somewhere Between Tulsa, Oklahoma, and Louisville, Kentucky • (2002) • shortstory
• How to Talk to Girls at Parties • (2006) • shortstory
• The Day the Saucers Came • (2006) • poem
• Sunbird • (2005) • novelette
• Inventing Aladdin • (2003) • poem
• The Monarch of the Glen • [American Gods] • (2003) • novelette
Show more",short-stories
The Paper Menagerie and Other Stories,Ken Liu,4.36,"36,065 ratings","5,336 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1511290092i/24885533.jpg,"A publishing event: Bestselling author Ken Liu selects his award-winning science fiction and fantasy tales for a groundbreaking collection—including a brand-new piece exclusive to this volume.

With his debut novel, The Grace of Kings, taking the literary world by storm, Ken Liu now shares his finest short fiction in The Paper Menagerie. This mesmerizing collection features all of Ken’s award-winning and award-finalist stories, including: “The Man Who Ended History: A Documentary” (Finalist for the Hugo, Nebula, and Theodore Sturgeon Awards), “Mono No Aware” (Hugo Award winner), “The Waves” (Nebula Award finalist), “The Bookmaking Habits of Select Species” (Nebula and Sturgeon award finalists), “All the Flavors” (Nebula award finalist), “The Litigation Master and the Monkey King” (Nebula Award finalist), and the most awarded story in the genre’s history, “The Paper Menagerie” (The only story to win the Hugo, Nebula, and World Fantasy awards).

A must-have for every science fiction and fantasy fan, this beautiful book is an anthology to savor.
Show more",short-stories
The Metamorphosis,Franz Kafka,3.89,"1,302,118 ratings","58,953 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646444605i/485894.jpg,"Alternate cover edition of ISBN 0553213695 / 9780553213690

""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes.""

With it's startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, . It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing—though absurdly comic—meditation on human feelings of inadequacy, guilt, and isolation, has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man.""
Show more",short-stories
The Tell-Tale Heart,Edgar Allan Poe,4.24,"114,638 ratings","5,941 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534247939i/899492.jpg,"A man confronts himself and an unknown listener with his desire to murder an old man.

In this classic psychological thriller, the reader will find many more questions than answers. Even though this is one of Poe's shortest stories, nevertheless it has become one of his most highest regarded works. It is a profound and, at times, ambiguous investigation of the paranoia that may lie within the depths of one man's mind...
Show more",short-stories
Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.01,"73,086 ratings","3,658 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1682792067i/16790.jpg,"In the deft hands of Neil Gaiman, magic is no mere illusion... and anything is possible. In this, Gaiman's first book of short stories, his imagination and supreme artistry transform a mundane world into a place of terrible wonders -- a place where an old woman can purchase the Holy Grail at a thrift store, where assassins advertise their services in the Yellow Pages under ""Pest Control,"" and where a frightened young boy must barter for his life with a mean-spirited troll living beneath a bridge by the railroad tracks. Explore a new reality -- obscured by smoke and darkness, yet brilliantly tangible -- in this extraordinary collection of short works by a master prestidigitator. It will dazzle your senses, touch your heart, and haunt your dreams.
Show more",short-stories
The Tales of Beedle the Bard,J.K. Rowling,4.03,"504,925 ratings","19,445 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967.jpg,"""The Tales of Beedle the Bard"" contains five richly diverse fairy tales, each with its own magical character, that will variously bring delight, laughter and the thrill of mortal peril.

Additional notes for each story penned by Professor Albus Dumbledore will be enjoyed by Muggles and wizards alike, as the Professor muses on the morals illuminated by the tales, and reveals snippets of information about life at Hogwarts.

A uniquely magical volume, with illustrations by the author, J. K. Rowling, that will be treasured for years to come.
Show more",short-stories
A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,4.17,"48,131 ratings","3,466 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388251628i/48464.jpg,"This now classic book revealed Flannery O'Connor as one of the most original and provocative writers to emerge from the South. Her apocalyptic vision of life is expressed through grotesque, often comic situations in which the principal character faces a problem of salvation: the grandmother, in the title story, confronting the murderous Misfit; a neglected four-year-old boy looking for the Kingdom of Christ in the fast-flowing waters of the river; General Sash, about to meet the final enemy. Stories include:

""A Good Man Is Hard to Find""
""The River""
""The Life You Save May Be Your Own""
""A Stroke of Good Fortune""
""A Temple of the Holy Ghost""
""The Artificial Nigger""
""A Circle in the Fire""
""A Late Encounter with the Enemy""
""Good Country People""
""The Displaced Person""
©1955 Flannery O'Connor; 1954, 1953, 1948 by Flannery O'Connor; renewed 1983, 1981 by Regina O'Connor; renewed 1976 by Mrs. Edward F. O'Connor; (P)2010 Blackstone Audio, Inc.
Show more",short-stories
Men Without Women,Haruki Murakami,3.74,"118,615 ratings","12,327 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483232988i/33652490.jpg,"A dazzling new collection of short stories—the first major new work of fiction from the beloved, internationally acclaimed, Haruki Murakami since his #1 best-selling Colorless Tsukuru Tazaki and His Years of Pilgrimage.

Across seven tales, Haruki Murakami brings his powers of observation to bear on the lives of men who, in their own ways, find themselves alone. Here are vanishing cats and smoky bars, lonely hearts and mysterious women, baseball and the Beatles, woven together to tell stories that speak to us all.

Marked by the same wry humor that has defined his entire body of work, in this collection Murakami has crafted another contemporary classic.
Show more",short-stories
Unaccustomed Earth,Jhumpa Lahiri,4.13,"95,165 ratings","9,135 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320398140i/85301.jpg,"From the internationally best-selling, Pulitzer Prize–winning author, a superbly crafted new work of fiction: eight stories—longer and more emotionally complex than any she has yet written—that take us from Cambridge and Seattle to India and Thailand as they enter the lives of sisters and brothers, fathers and mothers, daughters and sons, friends and lovers.

In the stunning title story, Ruma, a young mother in a new city, is visited by her father, who carefully tends the earth of her garden, where he and his grandson form a special bond. But he’s harboring a secret from his daughter, a love affair he’s keeping all to himself. In “A Choice of Accommodations,” a husband’s attempt to turn an old friend’s wedding into a romantic getaway weekend with his wife takes a dark, revealing turn as the party lasts deep into the night. In “Only Goodness,” a sister eager to give her younger brother the perfect childhood she never had is overwhelmed by guilt, anguish, and anger when his alcoholism threatens her family. And in “Hema and Kaushik,” a trio of linked stories—a luminous, intensely compelling elegy of life, death, love, and fate—we follow the lives of a girl and boy who, one winter, share a house in Massachusetts. They travel from innocence to experience on separate, sometimes painful paths, until destiny brings them together again years later in Rome.

Unaccustomed Earth is rich with Jhumpa Lahiri’s signature gifts: exquisite prose, emotional wisdom, and subtle renderings of the most intricate workings of the heart and mind. It is a masterful, dazzling work of a writer at the peak of her powers.
Show more",short-stories
The Ones Who Walk Away from Omelas,Ursula K. Le Guin,4.37,"48,526 ratings","5,450 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1739034156i/92625.jpg,"Some inhabitants of a peaceful kingdom cannot tolerate the act of cruelty that underlies its happiness.

The story 'Omelas"" was first published in 'New Dimensions 3' (1973), a hard-cover science fiction anthology edited by Robert Silverberg, in October 1973, and the following year it won the prestigious Hugo Award for best short story.

The work was subsequently printed in Le Guin's short story collection 'The Wind's Twelve Quarters' (1975).

(1929–2018) was an American writer who published twenty-two novels, eleven volumes of short stories, four collections of essays, twelve books for children, six volumes of poetry & four of translation, and has received many awards: and more. She was known for her treatment of gender political systems and difference/otherness in any other form.
Show more",short-stories
The Illustrated Man,Ray Bradbury,4.13,"104,375 ratings","6,415 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374049820i/24830.jpg,"That The Illustrated Man has remained in print since being published in 1951 is fair testimony to the universal appeal of Ray Bradbury's work. Only his second collection (the first was Dark Carnival, later reworked into The October Country), it is a marvelous, if mostly dark, quilt of science fiction, fantasy, and horror. In an ingenious framework to open and close the book, Bradbury presents himself as a nameless narrator who meets the Illustrated Man--a wanderer whose entire body is a living canvas of exotic tattoos. What's even more remarkable, and increasingly disturbing, is that the illustrations are themselves magically alive, and each proceeds to unfold its own story, such as ""The Veldt,"" wherein rowdy children take a game of virtual reality way over the edge. Or ""Kaleidoscope,"" a heartbreaking portrait of stranded astronauts about to reenter our atmosphere--without the benefit of a spaceship. Or ""Zero Hour,"" in which invading aliens have discovered a most logical ally--our own children. Even though most were written in the 1940s and 1950s, these 18 classic stories will be just as chillingly effective 50 years from now.

Contents:

· Prologue: The Illustrated Man · ss *
· The Veldt [“The World the Children Made”] · ss The Saturday Evening Post Sep 23 ’50
· Kaleidoscope · ss Thrilling Wonder Stories Oct ’49
· The Other Foot · ss New Story Magazine Mar ’51
· The Highway [as by Leonard Spalding] · ss Copy Spr ’50
· The Man · ss Thrilling Wonder Stories Feb ’49
· The Long Rain [“Death-by-Rain”] · ss Planet Stories Sum ’50
· The Rocket Man · ss Maclean’s Mar 1 ’51
· The Fire Balloons [“‘In This Sign...’”] · ss Imagination Apr ’51
· The Last Night of the World · ss Esquire Feb ’51
· The Exiles [“The Mad Wizards of Mars”] · ss Maclean’s Sep 15 ’49; F&SF Win ’50
· No Particular Night or Morning · ss *
· The Fox and the Forest [“To the Future”] · ss Colliers May 13 ’50
· The Visitor · ss Startling Stories Nov ’48
· The Concrete Mixer · ss Thrilling Wonder Stories Apr ’49
· Marionettes, Inc. [Marionettes, Inc.] · ss Startling Stories Mar ’49
· The City [“Purpose”] · ss Startling Stories Jul ’50
· Zero Hour · ss Planet Stories Fll ’47
· The Rocket [“Outcast of the Stars”] · ss Super Science Stories Mar ’50
· Epilogue · aw *
Show more",short-stories
Things We Lost in the Fire,Mariana Enríquez,4.05,"53,165 ratings","8,655 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1475604534i/30375706.jpg,"In these wildly imaginative, devilishly daring tales of the macabre, internationally bestselling author Mariana Enriquez brings contemporary Argentina to vibrant life as a place where shocking inequality, violence, and corruption are the law of the land, while military dictatorship and legions of desaparecidos loom large in the collective memory. In these stories, reminiscent of Shirley Jackson and Julio Cortázar, three young friends distract themselves with drugs and pain in the midst a government-enforced blackout; a girl with nothing to lose steps into an abandoned house and never comes back out; to protest a viral form of domestic violence, a group of women set themselves on fire.

But alongside the black magic and disturbing disappearances, these stories are fueled by compassion for the frightened and the lost, ultimately bringing these characters—mothers and daughters, husbands and wives—into a surprisingly familiar reality. Written in hypnotic prose that gives grace to the grotesque, Things We Lost in the Fire is a powerful exploration of what happens when our darkest desires are left to roam unchecked, and signals the arrival of an astonishing and necessary voice in contemporary fiction.
Show more",short-stories
Dear Life,Alice Munro,3.75,"39,343 ratings","4,683 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333579320i/13530981.jpg,"Suffused with Munro's clarity of vision and her unparalleled gift for storytelling, these tales about departures and beginnings, accidents and dangers, and outgoings and homecomings both imagined and real, paint a radiant, indelible portrait of how strange, perilous, and extraordinary ordinary life can be.

Alice Munro's peerless ability to give us the essence of a life in often brief but always spacious and timeless stories is once again everywhere apparent in this brilliant new collection. In story after story, she illumines the moment a life is forever altered by a chance encounter or an action not taken, or by a simple twist of fate that turns a person out of his or her accustomed path and into a new way of being or thinking. A poet, finding herself in alien territory at her first literary party, is rescued by a seasoned newspaper columnist, and is soon hurtling across the continent, young child in tow, toward a hoped-for but completely unplanned meeting. A young soldier, returning to his fiancée from the Second World War, steps off the train before his stop and onto the farm of another woman, beginning a life on the move. A wealthy young woman having an affair with the married lawyer hired by her father to handle his estate comes up with a surprising way to deal with the blackmailer who finds them out.

While most of these stories take place in Munro's home territory - the small Canadian towns around Lake Huron - the characters sometimes venture to the cities, and the book ends with four pieces set in the area where she grew up, and in the time of her own childhood: stories ""autobiographical in feeling, though not, sometimes, entirely so in fact."" A girl who can't sleep imagines night after wakeful night that she kills her beloved younger sister. A mother snatches up her child and runs for dear life when a crazy woman comes into her yard.
Show more",short-stories
Ficciones,Jorge Luis Borges,4.41,"74,449 ratings","5,025 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1621713120i/426504.jpg,"The seventeen pieces in Ficciones demonstrate the whirlwind of Borges's genius and mirror the precision and potency of his intellect and inventiveness, his piercing irony, his skepticism, and his obsession with fantasy. Borges sends us on a journey into a compelling, bizarre, and profoundly resonant realm; we enter the fearful sphere of Pascal's abyss, the surreal and literal labyrinth of books, and the iconography of eternal return. To enter the worlds in Ficciones is to enter the mind of Jorge Luis Borges, wherein lies Heaven, Hell, and everything else in between.

Part One: The Garden of Forking Paths
Prologue
Tlön, Uqbar, Orbis Tertius (1940)
The Approach to Al-Mu'tasim (1936, not included in the 1941 edition)
Pierre Menard, Author of the Quixote (1939)
The Circular Ruins (1940)
The Lottery in Babylon (1941)
An Examination of the Work of Herbert Quain (1941)
The Library of Babel (1941)
The Garden of Forking Paths (1941)
Part Two: Artifices
Prologue
Funes the Memorious (1942)
The Form of the Sword (1942)
Theme of the Traitor and the Hero (1944)
Death and the Compass (1942)
The Secret Miracle (1943)
Three Versions of Judas (1944)
The End (1953, 2nd edition only)
The Sect of the Phoenix (1952, 2nd edition only)
The South (1953, 2nd edition only)
Show more",short-stories
A Manual for Cleaning Women: Selected Stories,Lucia Berlin,4.19,"34,190 ratings","4,633 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437827518i/22929586.jpg,"A Manual for Cleaning Women compiles the best work of the legendary short-story writer Lucia Berlin. With the grit of Raymond Carver, the humor of Grace Paley, and a blend of wit and melancholy all her own, Berlin crafts miracles from the everyday, uncovering moments of grace in the laundromats and halfway houses of the American Southwest, in the homes of the Bay Area upper class, among switchboard operators and struggling mothers, hitchhikers and bad Christians. Readers will revel in this remarkable collection from a master of the form and wonder how they'd ever overlooked her in the first place.
Show more",short-stories
The Martian Chronicles,Ray Bradbury,4.16,"276,963 ratings","12,394 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661016554i/76778.jpg,"The strange and wonderful tale of man’s experiences on Mars, filled with intense images and astonishing visions. Now part of the Voyager Classics collection.

The Martian Chronicles tells the story of humanity’s repeated attempts to colonize the red planet. The first men were few. Most succumbed to a disease they called the Great Loneliness when they saw their home planet dwindle to the size of a fist. They felt they had never been born. Those few that survived found no welcome on Mars. The shape-changing Martians thought they were native lunatics and duly locked them up.

But more rockets arrived from Earth, and more, piercing the hallucinations projected by the Martians. People brought their old prejudices with them – and their desires and fantasies, tainted dreams. These were soon inhabited by the strange native beings, with their caged flowers and birds of flame.

Contents:
Rocket Summer
Ylla
The Summer Night
The Earth Men
The Taxpayer
The Third Expedition
-And the Moon Be Still As Bright
The Settlers
The Green Morning
The Locusts
Night Meeting
The Shore
Interim
The Musicians
Way in the Middle of the Air
The Naming of Names
Usher II
The Old Ones
The Martian
The Luggage Store
The Off Season
The Watchers
The Silent Towns
The Long Years
There Will Come Soft Rains
The Million Year Picnic
Show more",short-stories
The Complete Stories,Flannery O'Connor,4.39,"40,201 ratings","2,244 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1557999886i/284996.jpg,"This is the original cover edition of ISBN: 0374515360 (ISBN13: 9780374515362

Winner of the National Book Award

The publication of this extraordinary volume firmly established Flannery O'Connor's monumental contribution to American fiction. There are thirty-one stories here in all, including twelve that do not appear in the only two story collections O'Connor put together in her short lifetime - Everything That Rises Must Converge and A Good Man Is Hard to Find.

O'Connor published her first story, ""The Geranium,"" in 1946, while she was working on her master's degree at the University of Iowa. Arranged chronologically, this collection shows that her last story, ""Judgement Day"" - sent to her publisher shortly before her death - is a brilliantly rewritten and transfigured version of ""The Geranium."" Taken together, these stories reveal a lively, penetrating talent that has given us some of the most powerful and disturbing fiction of the twentieth century. Also included is an introduction by O'Connor's longtime editor and friend, Robert Giroux.

Contents:
The geranium --
The barber --
Wildcat --
The crop --
The turkey --
The train --
The peeler --
The heart of the park --
A stoke of good fortune --
Enoch and the gorilla --
A good man is hard to find --
A late encounter with the enemy --
The life you save may be your own --
The river --
A circle in the fire --
The displaced person --
A temple of the Holy Ghost --
The artificial nigger --
Good country people --
You can't be any poorer than dead --
Greenleaf --
A view of the woods --
The enduring chill --
The comforts of home --
Everything that rises must converge --
The partridge festival --
The lame shall enter first --
Why do the heathen rage? --
Revelation --
Parker's back --
Judgement Day.
Show more",short-stories
No One Belongs Here More Than You,Miranda July,3.8,"43,261 ratings","4,927 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341079226i/113429.jpg,"The creator and star of Me and You and Everyone We Know presents a collection of short works featuring profoundly sympathetic protagonists whose inherent sensitivities render them particularly vulnerable to unexpected events. 50,000 first printing.",short-stories
The Dangers of Smoking in Bed,Mariana Enríquez,3.81,"54,519 ratings","8,872 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587480896i/53215250.jpg,"Following the ""propulsive and mesmerizing"" ( New York Times Book Review ) Things We Lost in the Fire comes a new collection of singularly unsettling stories, by an Argentine author who has earned comparisons to Shirley Jackson and Jorge Luis Borges.

Mariana Enriquez has been critically lauded for her unconventional and sociopolitical stories of the macabre: populated by unruly teenagers, crooked witches, homeless ghosts, and hungry women, they walk the uneasy line between urban realism and horror. The stories in her next collection are as terrifying as they are socially conscious, and press into being the unspoken -- fetish, illness, the female body, the darkness of human history -- with unsettling urgency. A woman is sexually obsessed with the human heart; a lost, rotting baby crawls out of a backyard and into a bedroom; a pair of teenage girls can't let go of their idol; an entire neighborhood is cursed to death by a question of morality they fail to answer correctly.

Written against the backdrop of contemporary Argentina, and with resounding tenderness towards those in pain, in fear, and in limbo, this new collection from one of Argentina's most exciting writers finds Enriquez at her most sophisticated, and most chilling.
Show more",short-stories
Night Shift,Stephen King,4.04,"192,263 ratings","6,597 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660820449i/10628.jpg,"A collection of tales to invade and paralyse the mind as the safe light of day is infiltrated by the shadows of the night. As you listen, the clutching fingers of terror brush lightly across the nape of the neck, reach round from behind to clutch and lock themselves, white-knuckled, around the throat.

This is the horror of ordinary people and everyday objects that become strangely altered; a world where nothing is ever quite what it seems, where the familiar and the friendly lure and deceive. A world where madness and blind panic become the only reality.

Listening Length: 10 hours and 33 minutes
Show more",short-stories
Vampires in the Lemon Grove: Stories,Karen Russell,3.68,"23,658 ratings","3,362 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362466523i/13531832.jpg,"From the author of the novel Swamplandia! — a finalist for the Pulitzer Prize — comes a magical and uniquely daring collection of stories that showcases the author’s gifts at their inimitable best.

Within these pages, a community of girls held captive in a Japanese silk factory slowly transmute into human silkworms and plot revolution; a group of boys stumble upon a mutilated scarecrow that bears an uncanny resemblance to a missing classmate that they used to torment; a family’s disastrous quest for land in the American West has grave consequences; and in the marvelous title story, two vampires in a sun-drenched lemon grove try to slake their thirst for blood and come to terms with their immortal relationship.

Vampires in the lemon grove --
Reeling for the Empire --
Seagull army descends on Strong Beach, 1979 --
Proving up --
Barn at the end of our term --
Dougbert Shackleton's rules for Antarctic tailgating --
New veterans --
Graveless doll of Eric Mutis
Show more",short-stories
Cursed Bunny,Bora Chung,3.76,"35,681 ratings","6,893 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1670378739i/56648660.jpg,"Cursed Bunny is a genre-defying collection of short stories by Korean author Bora Chung. Blurring the lines between magical realism, horror, and science-fiction, Chung uses elements of the fantastic and surreal to address the very real horrors and cruelties of patriarchy and capitalism in modern society.

Anton Hur’s translation skilfully captures the way Chung’s prose effortlessly glides from being terrifying to wryly humorous. Winner of a PEN/Heim Grant.",short-stories
The Secret Lives of Church Ladies,Deesha Philyaw,4.15,"39,606 ratings","6,243 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1596947858i/51582376.jpg,"The Secret Lives of Church Ladies explores the raw and tender places where Black women and girls dare to follow their desires and pursue a momentary reprieve from being good. The nine stories in this collection feature four generations of characters grappling with who they want to be in the world, caught as they are between the church’s double standards and their own needs and passions.

There is fourteen-year-old Jael, who has a crush on the preacher’s wife. At forty-two, Lyra realizes that her discomfort with her own body stands between her and a new love. As Y2K looms, Caroletta’s “same time next year” arrangement with her childhood best friend is tenuous. A serial mistress lays down the ground rules for her married lovers. In the dark shadows of a hospice parking lot, grieving strangers find comfort in each other.

With their secret longings, new love, and forbidden affairs, these church ladies are as seductive as they want to be, as vulnerable as they need to be, as unfaithful and unrepentant as they care to be, and as free as they deserve to be.
Show more",short-stories
The Fall of the House of Usher,Edgar Allan Poe,3.86,"82,091 ratings","4,849 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387708966i/175516.jpg,"Take the plunge. Dive into this classic from the singular mind of Edgar Allan Poe, who is widely regarded as the short story master of horror fiction.

""The Fall .. "" recounts the terrible events that befall the last remaining members of the once-illustrious Usher clan before it is -- quite literally -- rent asunder. With amazing economy, Poe plunges the reader into a state of deliciously agonizing suspense. It's a must-read for fans of the golden era of horror writing. ""The Fall .."" is one of Poe's best known short stories - if not the best.

Librarian's note: this entry is for the short story, ""The Fall of the House of Usher."" Collections of short stories by the author, such as ""The Fall of the House of Usher and Other Tales,"" can be found elsewhere on Goodreads.
Show more",short-stories
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.3,"317,871 ratings","10,316 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1164045516i/3590.jpg,"The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'.
The editor of this volume, Richard Lancelyn Green is editor of The Uncollected Sherlock Holmes and The Further Adventures of Sherlock Holmes. With John Michael Gibson, he compiled the Soho Series Bibliography of A. Conan Doyle.
1. A Scandal In Bohemia
2. The Red-Headed League
3. A Case Of Identity
4. The Boscombe Valley Mystery
5. The Five Orange Pips
6. The Man With The Twisted Lip
7. The Adventure Of The Blue Carbuncle
8. The Adventure Of The Speckled Band
9. The Adventure Of The Engineer's Thumb
10. The Adventure Of The Noble Bachelor
11. The Adventure Of The Beryl Coronet
12. The Adventure Of The Copper Beaches
Show more",short-stories
The Cask of Amontillado,Edgar Allan Poe,4.08,"85,013 ratings","2,830 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327936575i/261240.jpg,"""The Cask of Amontillado"" (sometimes spelled ""The Casque .."") is a short story written by Edgar Allan Poe and first published in the November 1846 issue of ""Godey's Lady's Book.""

It is set in a nameless Italian city in an unspecified year (possibly during the eighteenth century) and concerns the revenge taken by the narrator on a friend who he claims has insulted him. Like several of Poe's stories, and in keeping with the 19th-century fascination with the subject, the narrative revolves around the possibility of a person being buried alive or enclosed in a small space with not possibility of escape (aka immurement).

Librarian's note: this entry relates to the story ""The Cask of Amontillado."" Collections of short stories by the author can be found elsewhere on Goodreads.
Show more",short-stories
The Grownup,Gillian Flynn,3.55,"146,834 ratings","17,087 reviews",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441679582i/26025580.jpg,"A canny young woman is struggling to survive by perpetrating various levels of mostly harmless fraud. On a rainy April morning, she is reading auras at Spiritual Palms when Susan Burke walks in. A keen observer of human behavior, our unnamed narrator immediately diagnoses beautiful, rich Susan as an unhappy woman eager to give her lovely life a drama injection. However, when the ""psychic"" visits the eerie Victorian home that has been the source of Susan's terror and grief, she realizes she may not have to pretend to believe in ghosts anymore. Miles, Susan's teenage stepson, doesn't help matters with his disturbing manner and grisly imagination. The three are soon locked in a chilling battle to discover where the evil truly lurks and what, if anything, can be done to escape it.

“The Grownup,” originally appeared as “What Do You Do?” in George R. R. Martin’s Rogues anthology.
Show more",short-stories
